Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
0,"A Gandy, FDH Lau, G Zhu","Bayesian Models and Applications for Energy Disaggregation",0,"workspace.imperial.ac.uk","","","http://scholar.google.com/scholar?q=related:yPGk0MhusmQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",103,2015-03-25,"PDF"
0,"D Roberts","A nonintrusive appliance energy meter",2000,"","University of Rochester. Department ","","",104,2015-03-25,"CITATION"
0,"JA Mueller, A Sankara, JW Kimball","Hidden Markov models for nonintrusive appliance load monitoring",2014,"North American Power ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6965464","http://scholar.google.com/scholar?q=related:zuOejoKt7EoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",105,2015-03-25,""
0,"MC Lin, YC Chen, SL Tsao","Design and implementation of a home and building gateway with integration of nonintrusive load monitoring meters",2012," Technology (ICIT), 2012 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6209929","http://scholar.google.com/scholar?q=related:kmehly_I9XsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",106,2015-03-25,""
0,"B Wang, H Dong, AP Boedihardjo, F Chen, CT Lu","A Hierarchical Probabilistic Model for Low Sample Rate Home-Use Energy Disaggregation",0,"SIAM","","http://epubs.siam.org/doi/abs/10.1137/1.9781611972832.78","http://scholar.google.com/scholar?q=related:ZvdPnNk6zBoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",107,2015-03-25,""
0,"M Zhong, N Goddard, C Sutton","Signal Aggregate Constraints in Additive Factorial HMMs, with Application to Energy Disaggregation",2014,"Advances in Neural Information ","papers.nips.cc","","http://scholar.google.com/scholar?q=related:yzg6raGdwH8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",109,2015-03-25,"HTML"
0,"R Klinnert, N Ramakrishnan, M Dambier","Personal emergency response system by nonintrusive load monitoring",2013,"US Patent App. 14/ ","Google Patents","http://www.google.com/patents/US20140172758","http://scholar.google.com/scholar?cluster=15355937013188626172&hl=en&num=20&as_sdt=0,5&as_ylo=1985",110,2015-03-25,""
0,"YH Lin, MS Tsai","An On-Line Learning System for Nonintrusive Appliance Load Monitoring in Power Energy Conservation",2012,"Advanced Science Letters","ingentaconnect.com","http://www.ingentaconnect.com/content/asp/asl/2012/00000008/00000001/art00100","http://scholar.google.com/scholar?q=related:iOm_sCUwUUkJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",111,2015-03-25,""
0,"G Tang, K Wu, J Lei, J Tang","A simple model-driven approach to energy disaggregation",2014,"Smart Grid Communications ( ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7007707","http://scholar.google.com/scholar?q=related:5LChvzSOn1kJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",112,2015-03-25,""
0,"G LIKOUREZOS","PROLOG TO NONINTRUSIVE APPLIANCE LOAD MONITORING",1992,""," ENGINEERS INC 345 E 47TH ST, ","","",113,2015-03-25,"CITATION"
0,"V Stankovic, J Liao, L Stankovic","A graph-based signal processing approach for low-rate energy disaggregation",2014," Intelligence for Engineering ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7011835","http://scholar.google.com/scholar?q=related:mq7mzYkDPZQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",114,2015-03-25,""
0,"HAD Azzini, R Torquato","Event detection methods for nonintrusive load monitoring",2014,"PES General Meeting| ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6939797","http://scholar.google.com/scholar?q=related:3SjB5s95SscJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",115,2015-03-25,""
0,"H Ohlsson","Henrik Ohlsson, Linköping University",2014,"","control.isy.liu.se","http://www.control.isy.liu.se/~ohlsson/publications.html","http://scholar.google.com/scholar?cluster=16195213758736299367&hl=en&num=20&as_sdt=0,5&as_ylo=1985",116,2015-03-25,""
0,"P Heracleous, P Angkititrakul","Unsupervised energy disaggregation using conditional random fields",2014,"Innovative Smart Grid ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7028933","",117,2015-03-25,""
0,"BMK Winton","Documentation and Modification of Nonintrusive Transient Classifiers for a Nonintrusive Load Monitoring System",2001,"","Massachusetts Institute of ","","",118,2015-03-25,"CITATION"
0,"A Gupta, A Kharbouch, V Garud","Energy Disaggregation Techniques for Low Resolution Whole-House Energy Consumption Data",2013,"US Patent App. 13/ ","Google Patents","http://www.google.com/patents/US20130289788","http://scholar.google.com/scholar?cluster=15601396388229086761&hl=en&num=20&as_sdt=0,5&as_ylo=1985",119,2015-03-25,""
0,"A Twayemi, C Zhou","Leveraging Smart meters for residential energy disaggregation",2014,"PES General Meeting| Conference & ","scl.hanyang.ac.kr","","http://scholar.google.com/scholar?q=related:U1Dv_UaxcJoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",120,2015-03-25,"PDF"
0,"C Elbe, E Schmautzer","Appliance-specific energy consumption feedback for domestic consumers using load disaggregation methods",2013,"","IET","http://digital-library.theiet.org/content/conferences/10.1049/cp.2013.0665","http://scholar.google.com/scholar?q=related:sxQBbca5-qMJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",121,2015-03-25,""
0,"PW Wiratha","A Non-intrusive Load Monitoring System for Single-Phase Distribution Systems Using an Embedded System",2014,"","pc01.lib.ntust.edu.tw","http://pc01.lib.ntust.edu.tw/ETD-db/ETD-search/view_etd?URN=etd-0117114-103932","http://scholar.google.com/scholar?q=related:X6z1zmVzVDAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",122,2015-03-25,""
0,"Z Kang, CJ Spanos","Efficient Power Disaggregation for intra-Building Smart Grid Applications",0,"sinberbest.berkeley.edu","","","http://scholar.google.com/scholar?q=related:wN00gSJrAGoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",123,2015-03-25,"PDF"
0,"MH Qayoumi","The Metering Guide for Managers.",1999,"","ERIC","","",124,2015-03-25,"BOOK"
0,"MD Gillman","Interpreting human activity from electrical consumption data through non-intrusive load monitoring",2014,"","dspace.mit.edu","http://dspace.mit.edu/handle/1721.1/90136","http://scholar.google.com/scholar?q=related:aa20Fn0C7VAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",126,2015-03-25,""
0,"L Jiang, S Luo, J Li","Intelligent electrical event recognition on general household power appliances",2014," (COMPEL), 2014 IEEE 15th Workshop on","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6877183","http://scholar.google.com/scholar?q=related:8_xrEa_H6_EJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",127,2015-03-25,""
0,"NV Center","Feng Chen",2008,"Journal of Geoimformatica","andrew.cmu.edu","","http://scholar.google.com/scholar?cluster=15411487006587882072&hl=en&num=20&as_sdt=0,5&as_ylo=1985",129,2015-03-25,"PDF"
0,"O Kramer","Ensemble Learning",2013,"Dimensionality Reduction with Unsupervised Nearest ","Springer","http://link.springer.com/chapter/10.1007/978-3-642-38652-7_3","",131,2015-03-25,""
0,"L Pereira, N Nunes, M Bergés","SURF and SURF-PI: a file format and API for non-intrusive load monitoring public datasets",2014," of the 5th international conference on ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2602078","http://scholar.google.com/scholar?q=related:13OWSDlLvyoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",133,2015-03-25,""
0,"SK Campus","Disaggregating Multi-State Appliances from Smart Meter Data",0,"Imperial College Energy and Performance Colloquium ","jack-kelly.com","","http://scholar.google.com/scholar?q=related:3uXtbw4BN4YJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",136,2015-03-25,"PDF"
0,"S Kong, Y Kim, SK Joo, JH Kim","Cepstrum smoothing-based feature extraction method for electric loads disaggregation",2014,"Consumer Electronics (ICCE), ","ieeexplore.ieee.org","","http://scholar.google.com/scholar?q=related:QpVMYDpMI2kJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",137,2015-03-25,"CITATION"
0,"S Lin, Q Liu, X Zheng, D Li","Algorithm for residential appliance identification based on continuous quadratic 0–1 programming",2014," of Power (ICHQP), 2014 IEEE 16th ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6842759","http://scholar.google.com/scholar?q=related:JSLCkJx_bwEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",139,2015-03-25,""
0,"MS Rao","07 ALTERNATIVE ENERGY SOURCES",2000,"Energy World","","","http://scholar.google.com/scholar?cluster=17373650271356776312&hl=en&num=20&as_sdt=0,5&as_ylo=1985",140,2015-03-25,"CITATION"
0,"DE Moreno","Limitations of an Interconnected Future",0,"","","","http://scholar.google.com/scholar?q=related:QUUbrOhfzTEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",141,2015-03-25,"CITATION"
0,"T Janik, AM White, NH Pawley, K Myers, CS Oehmen","Annotated Bibliography for the MATADOR Project",2012,"","pnnl.gov","","http://scholar.google.com/scholar?cluster=17490588799789010673&hl=en&num=20&as_sdt=0,5&as_ylo=1985",151,2015-03-25,"BOOK"
0,"H Kuhns, M Roberts, B Bastami","Closure Rules for Energy Load Disaggregation",0,"ices.cmu.edu","","","http://scholar.google.com/scholar?q=related:E2X5iqbnLKwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",152,2015-03-25,"PDF"
0,"GW Hart","Residential Energy Monitoring and Computerized",0,"stopsmartmetersbc.com","","","http://scholar.google.com/scholar?q=related:9KJQ5UuCtnIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",153,2015-03-25,"PDF"
0,"HK Min, T An, S Lee, I Song","Non-intrusive Appliance Load Monitoring with Feature Extraction from Higher Order Moments",2013,"Service-Oriented Computing and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6717331","http://scholar.google.com/scholar?q=related:mjhoKQayOw8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",154,2015-03-25,""
0,"A Weber, S Lanzisera, A Liao, A Meier","We Need to Talk Developing Communicating Power Supplies to Monitor & Control Miscellaneous Electric Loads",2014,"","aceee.org","","http://scholar.google.com/scholar?q=related:VSPVGt4GyZcJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",155,2015-03-25,"PDF"
0,"S Umeno, R Shingaki","Resident-presence/absence estimation by unsupervised threshold learning for home energy consumption and its application to resident profiling",2014," Electronics (ISCE 2014), The 18th IEEE ","ieeexplore.ieee.org","","http://scholar.google.com/scholar?q=related:WNkPF75P6o0J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",156,2015-03-25,"CITATION"
0,"DL Racines, JE Candelo","Non Intrusive Load Identification with Power and Impedance obtained from Smart Meters.",2014,"International Journal of Engineering & ","enggjournals.com","","http://scholar.google.com/scholar?q=related:iALNQhx5cWIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",158,2015-03-25,"PDF"
0,"C Tyler, R Rayudu, M Witherden, GW Tyler","Direct, Instantanious Identification of Home Appliances",0,"hygen.co.nz","","","http://scholar.google.com/scholar?q=related:_O4enBZKIe4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",159,2015-03-25,"PDF"
0,"C Elbe, E Schmautzer","Appliance-Specific Usage Patterns for Load Disaggregation Methods",0,"eeg.tuwien.ac.at","","","http://scholar.google.com/scholar?q=related:MROqd4JsuVMJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",160,2015-03-25,"PDF"
0,"AH Kazmi, MJ O'Grady, GMP O'Hare","Real-Time Event Detection for Energy Data Streams",2014,"Ambient Intelligence","Springer","http://link.springer.com/chapter/10.1007/978-3-319-14112-1_18","",163,2015-03-25,""
0,"PHA Dillen","Device and method for disaggregating a periodic input signal pattern",2012,"US Patent App. 14/238,220","Google Patents","http://www.google.com/patents/US20140200725","http://scholar.google.com/scholar?cluster=13156854714907842044&hl=en&num=20&as_sdt=0,5&as_ylo=1985",164,2015-03-25,""
0,"B Wang, F Chen, H Dong, AP Boedihardjo, CT Lu","Low-sample-rate Water Consumption Disaggregation via Sparse Coding with Featured Discriminative Dictionary",0,"andrew.cmu.edu","","","http://scholar.google.com/scholar?q=related:LIJD-NJ27VsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",166,2015-03-25,"PDF"
0,"KL Lian, KS Tung, YC Su","A non-intrusive load monitoring system based on a cascaded method",2013,"Electric Power and Energy ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6713027","http://scholar.google.com/scholar?q=related:6kpvSBPNaO8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",171,2015-03-25,""
0,"M Pérez-Romero, E Romero-Cadaval","An Innovator Nonintrusive Method for Disaggregating and Identifying Two Simultaneous Household Loads",2014," Innovation for Collective ","Springer","http://link.springer.com/chapter/10.1007/978-3-642-54734-8_33","http://scholar.google.com/scholar?q=related:l1UZpCJrgysJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",175,2015-03-25,""
0,"JS Mirza, O Conversation","M Jalalifar",0,"ieeexplore.ieee.org","","","",181,2015-03-25,"CITATION"
0,"A Ridi, J Hennebert","Hidden Markov Models for ILM appliance identification",2014,"Procedia Computer Science","Elsevier","","http://scholar.google.com/scholar?q=related:GlgqOu12g0sJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",182,2015-03-25,"HTML"
0,"SW Park, BH Wang","Algorithm of analysing electric power signal for home electric power monitoring in non-intrusive way",2011,"Journal of Korean Institute of Intelligent ","koreascience.or.kr","http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=PJJNBT_2011_v21n6_679","",183,2015-03-25,""
0,"AR Arguelles, B Potter, S Smith, O Riley, K Schaferova","NIALM method for load disaggregation",0,"reading.ac.uk","","","http://scholar.google.com/scholar?q=related:dwPaWx7Xo1sJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",184,2015-03-25,"PDF"
0,"CC Yang, CS Soh, VV Yap","Comparative Study of Event Detection Methods for Non-intrusive Appliance Load Monitoring",2014,"Energy Procedia","Elsevier","","http://scholar.google.com/scholar?q=related:1g_32ebCLEUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",185,2015-03-25,"HTML"
0,"Y Wang, H Feng, X Qi","SEED: Public Energy and Environment Dataset for Optimizing HVAC Operation in Subway Stations",2013,"arXiv preprint arXiv:1312.2632","arxiv.org","http://arxiv.org/abs/1312.2632","http://scholar.google.com/scholar?q=related:FwBahmmpkKEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",186,2015-03-25,""
0,"E Mullen, MTI Aumi, W Scott","Real-Time Interactive Visualization of Disaggregated Energy Usage",0,"cse512-14w.github.io","","","http://scholar.google.com/scholar?q=related:agnC6HpRSpwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",192,2015-03-25,"PDF"
0,"JM Alcala, J Urena, A Hernandez","Event-based detector for non-intrusive load monitoring based on the Hilbert Transform",2014,"Emerging Technology and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7005320","http://scholar.google.com/scholar?q=related:GCtyEQ_qubsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",193,2015-03-25,""
0,"B Wang, F Chen, H Dong","Virginia Tech, Falls Church, VA, USA",2012,"Data Mining (ICDM), ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6413796","http://scholar.google.com/scholar?q=related:TCX_iJUPlwsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",195,2015-03-25,""
0,"A Al Bastami, Sm","Power Monitoring In Integrated Circuits",2014,"Qatar Foundation Annual Research Conference","qscience.com","http://www.qscience.com/doi/abs/10.5339/qfarc.2014.EEPP1157","",197,2015-03-25,""
0,"S Bertagna De Marchi","Energy disaggregation using a single voltage sensor",2012,"","tesi.cab.unipd.it","http://tesi.cab.unipd.it/40180/","",198,2015-03-25,""
0,"M Figueiredo","Contributions to Electrical Energy Disaggregation in a Smart Home",2014,"","eg.sib.uc.pt","http://scholar.google.comhttps://eg.sib.uc.pt/handle/10316/24256","http://scholar.google.com/scholar?q=related:RedeV6Jdt-4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",199,2015-03-25,""
0,"YC Su","Nonintrusive load monitoring system based on the Wavelet transform",2012,"","pc01.lib.ntust.edu.tw","","http://scholar.google.com/scholar?q=related:6V6FXmUUtYQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",200,2015-03-25,"HTML"
0,"G De Poli","Self-learning algorithm for energy disaggregation",2012,"","tesi.cab.unipd.it","http://tesi.cab.unipd.it/40183/","",201,2015-03-25,""
0,"????, ???, ????, ????","????????????????????????????",2008,"??????? B (??· ","jlc.jst.go.jp","http://jlc.jst.go.jp/JST.JSTAGE/ieejpes/128.1386?from=Google","http://scholar.google.com/scholar?q=related:e_w_Wny3I9oJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",202,2015-03-25,""
0,"YS Lai","???????????????????????",2011,"??????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0030-0405201215024259","",203,2015-03-25,""
0,"???","??????????",2014,"????????????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0006-2208201414111700","",204,2015-03-25,""
0,"???","???????????????????",2013,"?????????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0001-2211201316393200","http://scholar.google.com/scholar?cluster=3067956455736911649&hl=en&num=20&as_sdt=0,5&as_ylo=1985",205,2015-03-25,""
0,"???","????????????????",2012,"","","","",206,2015-03-25,"CITATION"
0,"???, ???","???????????????????????",2010,"","ir.nctu.edu.tw","http://ir.nctu.edu.tw/handle/11536/48277","http://scholar.google.com/scholar?cluster=6765999709700496097&hl=en&num=20&as_sdt=0,5&as_ylo=1985",207,2015-03-25,""
0,"???, ???","?????????????????/???????????????",2010,"","ir.nctu.edu.tw","http://ir.nctu.edu.tw/handle/113/48389","http://scholar.google.com/scholar?cluster=9014557008467235508&hl=en&num=20&as_sdt=0,5&as_ylo=1985",208,2015-03-25,""
